"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:37:05","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","418527284440700613234482","0104650271282504215fQfbE",,"","2025-06-15 11:32:00","2801216975","43d99e63-06b5-4153-832d-bf4e11b69159","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613234","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:21:48","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","219877284440700613305482","0104650271282504215T5EjL",,"","2025-06-15 11:17:00","2801216975","85e8a862-e475-4133-8ea0-b5526a654b58","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 08:16:46","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","465257284440700613397482","0104603406005141215Oe_JO",,"","2025-06-15 11:11:00","2801216975","81baa1a4-d9bb-463c-b828-04f8b34cf2cf","Нет",,,,,,,,"04603406005141","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 08:13:43","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","465247284440700613397482","01046034060051412159lYDN",,"","2025-06-15 11:11:00","2801216975","cee95f25-bdb9-43aa-9e36-b058463c1690","Нет",,,,,,,,"04603406005141","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:11:35","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","418377284440700613234482","0104650271282504215LlFz*",,"","2025-06-15 11:06:00","2801216975","07a67195-abe9-4a44-9301-a7a408d0412e","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613234","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:01:31","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","291817284440700613263482","0104650271282504215l9yrU",,"","2025-06-15 10:57:00","2801216975","0642fe9c-6ea5-4075-a336-fdc1e03e50fd","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613263","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 07:54:00","Молочная продукция","Амурская область","Амурская обл, г Шимановск, мкр 2-й, 54","617337284440700612374482","0104650271282504215Nv/ZK",,"","2025-06-15 10:49:00","2801216975","03f25779-4d21-4b67-80f5-4da6a10164ea","Нет",,,,,,,,"04650271282504","e3940e88-d626-4e36-be1d-ccb6222187c2","Шимановск","7284440700612374","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 07:48:40","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","465117284440700613397482","0104650271282504215ZUdks",,"","2025-06-15 10:42:00","2801216975","2af42694-3eef-41f6-8cc3-83a1216b6609","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 07:48:38","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","564747284440700591372482","0104620021194241215JQc7m",,"","2025-06-15 10:44:00","2801216975","0bfb3345-8075-4e7f-809a-77aeaa458c9e","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591372","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 07:38:47","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","465067284440700613397482","0104650271282504215HbeJu",,"","2025-06-15 10:32:00","2801216975","b8b5d154-1954-47e4-9023-056052f3a1a8","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 07:29:24","Молочная продукция","Амурская область","Амурская обл, г Шимановск, мкр 2-й, 54","617117284440700612374482","0104650271282504215Xmkb5",,"","2025-06-15 10:20:00","2801216975","f518f46d-4972-4cac-b718-f51c8a9d215f","Нет",,,,,,,,"04650271282504","e3940e88-d626-4e36-be1d-ccb6222187c2","Шимановск","7284440700612374","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 07:01:49","Молочная продукция","Амурская область","Амурская обл, Завитинский р-н, г Завитинск, ул Октябрьская, 2Е","149227284440700590864482","0104650271282504215dJ:.+",,"","2025-06-15 09:58:00","2801216975","1e93fca5-2f77-4150-97f4-6b5db41f47ab","Нет",,,,,,,,"04650271282504","816645b8-d962-4cbb-99e8-5d832eb564ef","Завитинский","7284440700590864","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 06:48:39","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","251857284440700613480482","0104650271282504215w*feH",,"","2025-06-15 09:45:00","2801216975","fc942c89-72c9-42e0-849e-6335614fad62","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613480","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 06:46:13","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","464977284440700613397482","0104603406005141215:f_8,",,"","2025-06-15 09:41:00","2801216975","dd58cee5-752b-4d61-98f3-980e0d17ef96","Нет",,,,,,,,"04603406005141","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 06:46:13","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","464967284440700613397482","0104603406005141215P3rs-",,"","2025-06-15 09:41:00","2801216975","867bec5b-209b-4cf2-8676-651a765fd510","Нет",,,,,,,,"04603406005141","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 06:46:13","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","464977284440700613397482","0104603406005141215fiM?K",,"","2025-06-15 09:41:00","2801216975","11415f17-c321-4780-ac04-cdeba72c12b1","Нет",,,,,,,,"04603406005141","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Нет"
